id,contest_id,author,creation_time_seconds,relative_time_seconds,problem_name,problem_type,programming_language,verdict,test_set,passed_test_count,time_consumed_millis,memory_consumed_bytes
248109386,1928,_Ritsuki,1708784753,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),TIME_LIMIT_EXCEEDED,TESTS,2,1000,10547200
248100933,1928,ChineseElNayem,1708780908,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,202,15052800
248095259,1928,AbdelrahmanAtef,1708778271,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,2,1000,39321600
248094866,1928,AbdelrahmanAtef,1708778069,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,2,1000,39321600
248090665,1928,Queen..,1708775551,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,77,3174400
248089713,1928,Queen..,1708774989,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,233,15667200
248077117,1928,tuthanh.neee,1708767414,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,436,819200
248076986,1928,tuthanh.neee,1708767346,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,483,819200
248075120,1928,tuthanh.neee,1708766277,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,467,819200
248072703,1928,z_z2333,1708764989,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,405,819200
248072252,1928,z_z2333,1708764780,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),TIME_LIMIT_EXCEEDED,TESTS,3,1000,819200
248071759,1928,z_z2333,1708764537,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),TIME_LIMIT_EXCEEDED,TESTS,3,1000,819200
248071574,1928,z_z2333,1708764444,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),TIME_LIMIT_EXCEEDED,TESTS,3,1000,819200
248069181,1928,Mohil15,1708763358,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,2,1000,15872000
248068780,1928,Mohil15,1708763177,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,2,1000,9420800
248068280,1928,Mohil15,1708762933,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,2,1000,19456000
248061009,1928,BillLee,1708759609,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,78,819200
248058283,1928,SUS_1910,1708758317,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,2,1000,819200
248047026,1928,__Dev12_,1708752726,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,140,1638400
248046913,1928,__Dev12_,1708752674,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,2,1000,1638400
248025557,1928,habibo,1708729893,6993,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,155,10342400
248024074,1928,habibo,1708728176,5276,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,171,10342400
248023554,1928,disenchantment,1708727594,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,499,819200
248011929,1928,mayankchuphal,1708719001,2147483647,Equalize,PROGRAMMING,Clang++20 Diagnostics,TIME_LIMIT_EXCEEDED,TESTS,2,1000,21094400
248011305,1928,mayankchuphal,1708718649,2147483647,Equalize,PROGRAMMING,Clang++20 Diagnostics,TIME_LIMIT_EXCEEDED,TESTS,1,1000,6348800
248010507,1928,jhinxzed,1708718209,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,77,4812800
248009645,1928,jhinxzed,1708717750,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,2,1000,4812800
248009565,1928,mayankchuphal,1708717706,2147483647,Equalize,PROGRAMMING,Clang++20 Diagnostics,TIME_LIMIT_EXCEEDED,TESTS,2,1000,7987200
248009003,1928,mayankchuphal,1708717414,2147483647,Equalize,PROGRAMMING,Clang++20 Diagnostics,TIME_LIMIT_EXCEEDED,TESTS,2,1000,7372800
248006514,1928,mayankchuphal,1708716190,2147483647,Equalize,PROGRAMMING,Clang++20 Diagnostics,TIME_LIMIT_EXCEEDED,TESTS,2,1000,11059200
247997446,1928,disenchantment,1708712244,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,467,819200
247996648,1928,mayankchuphal,1708711918,2147483647,Equalize,PROGRAMMING,Clang++20 Diagnostics,TIME_LIMIT_EXCEEDED,TESTS,2,1000,6348800
247996324,1928,mayankchuphal,1708711791,2147483647,Equalize,PROGRAMMING,Clang++20 Diagnostics,TIME_LIMIT_EXCEEDED,TESTS,2,1000,8396800
247995830,1928,mayankchuphal,1708711596,2147483647,Equalize,PROGRAMMING,Clang++20 Diagnostics,TIME_LIMIT_EXCEEDED,TESTS,2,1000,6348800
247950993,1928,BillLee,1708703375,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,77,819200
247891092,1928,Linear_L,1708698195,2147483647,Equalize,PROGRAMMING,C++17 (GCC 9-64),TIME_LIMIT_EXCEEDED,TESTS,2,1000,14438400
247889584,1928,wwwyun,1708697461,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,436,2355200
247887935,1928,wwwyun,1708696704,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,3,1000,2355200
247886351,1928,wwwyun,1708696008,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,2,1000,819200
247884188,1928,wwwyun,1708695074,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,2,1000,819200
247880255,1928,Isaac_Newton__,1708693408,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,140,819200
247879969,1928,blackcoder0212,1708693291,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,78,4812800
247879848,1928,Isaac_Newton__,1708693225,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,139,1843200
247878995,1928,blackcoder0212,1708692871,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,93,4812800
247878565,1928,Md_Minhaj,1708692683,2147483647,Equalize,PROGRAMMING,C++17 (GCC 9-64),OK,TESTS,10,140,11776000
247878349,1928,Md_Minhaj,1708692581,2147483647,Equalize,PROGRAMMING,C++17 (GCC 9-64),TIME_LIMIT_EXCEEDED,TESTS,2,1000,11776000
247868153,1928,jhinxzed,1708687606,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,2,1000,4812800
247867831,1928,YSU_little_brid,1708687446,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,140,819200
247867650,1928,YSU_little_brid,1708687349,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,436,819200
247866968,1928,YSU_little_brid,1708687010,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,451,1638400
247866695,1928,maxus_red,1708686870,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,124,15564800
247866390,1928,heyy_mant.s,1708686711,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,483,819200
247862530,1928,maxus_red,1708684376,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),TIME_LIMIT_EXCEEDED,TESTS,2,1000,15564800
247862327,1928,maxus_red,1708684259,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),TIME_LIMIT_EXCEEDED,TESTS,2,1000,13414400
247862222,1928,maxus_red,1708684191,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),TIME_LIMIT_EXCEEDED,TESTS,2,1000,13414400
247859065,1928,Powo456,1708682476,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,468,1638400
247855947,1928,ydk0,1708680828,2147483647,Equalize,PROGRAMMING,C++17 (GCC 9-64),OK,TESTS,10,171,12595200
247850491,1928,Powo456,1708678201,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,2,1000,1638400
247848274,1928,luogu_bot2,1708677122,2147483647,Equalize,PROGRAMMING,C++17 (GCC 9-64),OK,TESTS,10,171,1638400
247847743,1928,ydk0,1708676851,2551,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,187,12595200
247847282,1928,tbcp,1708676629,2147483647,Equalize,PROGRAMMING,C++17 (GCC 9-64),OK,TESTS,10,93,819200
247846830,1928,tbcp,1708676406,2147483647,Equalize,PROGRAMMING,C++17 (GCC 9-64),TIME_LIMIT_EXCEEDED,TESTS,3,1000,819200
247845953,1928,reincarnation2.0,1708675963,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,2,1000,7372800
247844192,1928,reincarnation2.0,1708675026,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,2,1000,7372800
247842869,1928,luogu_bot3,1708674344,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,451,819200
247822755,1928,shendeliliang,1708661464,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,46,1638400
247798843,1928,wolnut816816,1708635026,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,46,1638400
247798477,1928,wolnut816816,1708634751,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),TIME_LIMIT_EXCEEDED,TESTS,9,1000,1843200
247797279,1928,SUS_1910,1708633805,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,451,819200
247792002,1928,djo,1708630085,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,2,1000,6553600
247791903,1928,djo,1708630025,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,2,1000,6656000
247791679,1928,djo,1708629887,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,2,1000,6553600
247791616,1928,djo,1708629841,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,405,10342400
247791230,1928,Rathijit_Aich,1708629581,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,467,1536000
247789622,1928,djo,1708628545,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,2,1000,6553600
247789505,1928,djo,1708628473,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,2,1000,6553600
247779978,1928,Rathijit_Aich,1708623383,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),TIME_LIMIT_EXCEEDED,TESTS,2,1000,1536000
247778819,1928,Rathijit_Aich,1708622792,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),TIME_LIMIT_EXCEEDED,TESTS,2,1000,1536000
247778659,1928,kaashmonee,1708622702,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,93,1945600
247776458,1928,kaashmonee,1708621617,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),TIME_LIMIT_EXCEEDED,TESTS,2,1000,1638400
247774988,1928,kaashmonee,1708620863,2147483647,Equalize,PROGRAMMING,C++17 (GCC 9-64),TIME_LIMIT_EXCEEDED,TESTS,2,1000,1638400
247774576,1928,kaashmonee,1708620654,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,2,1000,1945600
247771011,1928,YSU_little_brid,1708618986,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,420,2048000
247769207,1928,aksharpathak897,1708618138,2147483647,Equalize,PROGRAMMING,MS C++ 2017,OK,TESTS,10,327,11776000
247768765,1928,aksharpathak897,1708617928,2147483647,Equalize,PROGRAMMING,MS C++ 2017,TIME_LIMIT_EXCEEDED,TESTS,2,1000,8704000
247765009,1928,saniulislamsony15,1708616259,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,140,13516800
247764955,1928,saniulislamsony15,1708616226,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,155,13516800
247764697,1928,cuongdaynemano,1708616116,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,483,819200
247764385,1928,SyedSaim,1708615973,2147483647,Equalize,PROGRAMMING,C++17 (GCC 9-64),OK,TESTS,10,109,6348800
247763498,1928,cuongdaynemano,1708615602,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),TIME_LIMIT_EXCEEDED,TESTS,2,1000,11776000
247762064,1928,Himynameisfr,1708614989,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,92,2969600
247761510,1928,Himynameisfr,1708614762,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,92,2969600
247761113,1928,Himynameisfr,1708614581,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),TIME_LIMIT_EXCEEDED,TESTS,2,1000,2969600
247759246,1928,messi_10db,1708613747,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),TIME_LIMIT_EXCEEDED,TESTS,2,1000,15052800
247746138,1928,fx_6300,1708607965,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,452,11776000
247741946,1928,RelentlessCoder,1708606162,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,436,8192000
247741426,1928,junior_martyr0902,1708605905,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,2,1000,16076800
247740861,1928,applepp,1708605636,2147483647,Equalize,PROGRAMMING,C++17 (GCC 9-64),TIME_LIMIT_EXCEEDED,TESTS,3,1000,7475200
247740405,1928,fx_6300,1708605416,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,468,11776000
247739511,1928,junior_martyr0902,1708605001,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,2,1000,22732800
247738433,1928,M7MOD,1708604443,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,452,15462400
247737889,1928,M7MOD,1708604145,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,483,17612800
247735650,1928,rohan_singh_07,1708602967,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,124,13926400
247732565,1928,rohan_singh_07,1708601610,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),TIME_LIMIT_EXCEEDED,TESTS,1,1000,0
247732113,1928,rohan_singh_07,1708601372,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),TIME_LIMIT_EXCEEDED,TESTS,1,1000,0
247731792,1928,rohan_singh_07,1708601186,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),TIME_LIMIT_EXCEEDED,TESTS,1,1000,0
247727827,1928,no_way_out,1708598859,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,156,8704000
247727623,1928,no_way_out,1708598732,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,171,8704000
247727235,1928,Jay18Mehta,1708598458,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,2,1000,1638400
247722556,1928,EDITH_,1708595702,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,483,819200
247722239,1928,EDITH_,1708595515,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),TIME_LIMIT_EXCEEDED,TESTS,1,1000,0
247720758,1928,Jay18Mehta,1708594635,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,2,1000,1638400
247718521,1928,zzzfh,1708593447,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,93,819200
247717814,1928,omium,1708593054,2454,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,124,11264000
247716828,1928,omium,1708592511,1911,Equalize,PROGRAMMING,C++20 (GCC 11-64),TIME_LIMIT_EXCEEDED,TESTS,2,1000,9728000
247712116,1928,ZJH1214,1708589947,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,436,2048000
247710076,1928,RelentlessCoder,1708588759,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,9,1000,8192000
247709268,1928,luogu_bot4,1708588242,2147483647,Equalize,PROGRAMMING,C++17 (GCC 9-64),OK,TESTS,10,218,1638400
247708929,1928,luogu_bot1,1708588037,2147483647,Equalize,PROGRAMMING,C++17 (GCC 9-64),TIME_LIMIT_EXCEEDED,TESTS,2,1000,10547200
247706703,1928,Subham_krr,1708586675,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,436,8192000
247705451,1928,applepp,1708585915,5815,Equalize,PROGRAMMING,C++17 (GCC 9-64),OK,TESTS,10,78,13107200
247704106,1928,sally_kafa,1708585102,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,468,12902400
247701998,1928,luogu_bot2,1708583807,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,467,1536000
247690298,1928,zzzfh,1708575012,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,436,819200
247690245,1928,Subham_krr,1708574954,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,2,1000,9830400
247684084,1928,MdYeasinArafat383,1708568378,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,452,819200
247682272,1928,MdYeasinArafat383,1708566145,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),TIME_LIMIT_EXCEEDED,TESTS,2,1000,819200
247673566,1928,sarthakgangwal,1708553718,3618,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,108,5324800
247672806,1928,sarthakgangwal,1708552950,2850,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,3,1000,5324800
247672764,1928,Rombing,1708552916,2147483647,Equalize,PROGRAMMING,C++17 (GCC 9-64),OK,TESTS,10,436,1638400
247672238,1928,sarthakgangwal,1708552452,2352,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,2,1000,5324800
247671999,1928,sarthakgangwal,1708552264,2164,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,2,1000,3174400
247665348,1928,AK479358,1708546658,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,139,15564800
247665248,1928,AK479358,1708546582,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,171,15564800
247664780,1928,AK479358,1708546243,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,140,15564800
247664145,1928,omariko63,1708545780,6060,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,420,2457600
247663920,1928,ScraperNerd,1708545627,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,421,819200
247663571,1928,nithin9239,1708545388,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,420,11878400
247663367,1928,omariko63,1708545266,5546,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,3,1000,2457600
247662828,1928,ScraperNerd,1708544894,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,2,1000,6553600
247661607,1928,nithin9239,1708544092,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,2,1000,9523200
247661394,1928,nithin9239,1708543954,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,2,1000,9523200
247654589,1928,Rhythm-Panchal,1708540005,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,483,16588800
247653824,1928,Rhythm-Panchal,1708539608,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,420,1536000
247653359,1928,WhyAreWeHere,1708539369,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,78,10956800
247653310,1928,hi_5000,1708539346,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,78,10956800
247652090,1928,hi_5000,1708538746,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),TIME_LIMIT_EXCEEDED,TESTS,3,1000,10956800
247651788,1928,hi_5000,1708538585,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),TIME_LIMIT_EXCEEDED,TESTS,2,1000,10956800
247651523,1928,WhyAreWeHere,1708538461,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),TIME_LIMIT_EXCEEDED,TESTS,2,1000,10752000
247645756,1928,sgaskdgakjldshga,1708535406,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,420,1638400
247641756,1928,Alter_native,1708533334,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),TIME_LIMIT_EXCEEDED,TESTS,2,1000,22630400
247641671,1928,YuAn.HR,1708533291,2147483647,Equalize,PROGRAMMING,C++17 (GCC 9-64),OK,TESTS,10,46,2150400
247641427,1928,Alter_native,1708533158,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),TIME_LIMIT_EXCEEDED,TESTS,2,1000,22630400
247641185,1928,Alter_native,1708533037,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),TIME_LIMIT_EXCEEDED,TESTS,2,1000,19353600
247629394,1928,luogu_bot1,1708527402,2147483647,Equalize,PROGRAMMING,C++17 (GCC 9-64),OK,TESTS,10,92,5836800
247628418,1928,Flvx,1708526920,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,109,7372800
247625965,1928,Flvx,1708525760,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,124,7372800
247624963,1928,e.geramizadeh13821359,1708525337,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,467,819200
247622351,1928,Rudransh57,1708524223,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,452,819200
247620412,1928,Mifasuo,1708523556,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,31,819200
247619960,1928,Mifasuo,1708523376,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,61,819200
247616281,1928,ANKIT1808,1708521710,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,140,13926400
247598413,1928,yell_,1708511908,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,62,1638400
247597355,1928,Starheart,1708511263,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,46,819200
247578077,1928,hunhun0409,1708500164,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,436,819200
247577753,1928,hunhun0409,1708499939,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,919,3174400
247576150,1928,khushalivaidya,1708498972,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,93,1638400
247571253,1928,Starheart,1708495926,4026,Equalize,PROGRAMMING,C++20 (GCC 11-64),TIME_LIMIT_EXCEEDED,TESTS,2,1000,1638400
247568766,1928,Starheart,1708494308,2408,Equalize,PROGRAMMING,C++20 (GCC 11-64),TIME_LIMIT_EXCEEDED,TESTS,2,1000,9728000
247559606,1928,shoule,1708486505,2147483647,Equalize,PROGRAMMING,C++17 (GCC 9-64),OK,TESTS,10,233,11366400
247558140,1928,shoule,1708485182,2147483647,Equalize,PROGRAMMING,C++17 (GCC 9-64),TIME_LIMIT_EXCEEDED,TESTS,2,1000,9728000
247558134,1928,fclvbfm934,1708485171,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,78,12902400
247558035,1928,fclvbfm934,1708485076,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,61,12902400
247549758,1928,piyusssssssh,1708475636,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,280,24780800
247537141,1928,tsukki_haha,1708461131,2831,Equalize,PROGRAMMING,C++17 (GCC 7-32),OK,TESTS,10,436,1638400
247536130,1928,tsukki_haha,1708460400,2100,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,0,1000,0
247530067,1928,Yo_Yo_Yogi,1708456417,2147483647,Equalize,PROGRAMMING,MS C++ 2017,TIME_LIMIT_EXCEEDED,TESTS,2,1000,819200
247529876,1928,Yo_Yo_Yogi,1708456299,2147483647,Equalize,PROGRAMMING,MS C++ 2017,TIME_LIMIT_EXCEEDED,TESTS,2,1000,819200
247524473,1928,YoussefAmr_,1708453382,2147483647,Equalize,PROGRAMMING,C# 10,OK,TESTS,10,155,14745600
247523671,1928,C.I.D,1708453032,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,109,11776000
247521706,1928,ANKIT1808,1708452173,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),TIME_LIMIT_EXCEEDED,TESTS,2,1000,11468800
247518260,1928,C.I.D,1708450643,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),TIME_LIMIT_EXCEEDED,TESTS,3,1000,11776000
247515295,1928,C.I.D,1708449351,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),TIME_LIMIT_EXCEEDED,TESTS,3,1000,11776000
247514546,1928,shubhran1718,1708449021,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,451,11776000
247513509,1928,khushalivaidya,1708448579,3358,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,140,11776000
247508456,1928,strangeritik,1708446476,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,155,13926400
247508003,1928,strangeritik,1708446296,2147483647,Equalize,PROGRAMMING,C++20 (GCC 11-64),OK,TESTS,10,140,13926400
247506353,1928,Flvx,1708445624,2147483647,Equalize,PROGRAMMING,C++17 (GCC 7-32),TIME_LIMIT_EXCEEDED,TESTS,0,1000,0
